Name,Number,CP,HP,Move1,Move2,Height,Weight,Attack,Defence,Stamina,Total,Date,Form,Shiny,Level,Lucky,Trade
Cyndaquil,155,431,71,Tackle,Flame Charge,0.541483,8.710187,12,12,15,39,1541849552,0,0,16.000000,0,0

Houndour,228,888,94,Ember,Dark Pulse,0.608633,11.253028,12,15,11,38,1540326704,0,0,26.000000,0,0

Torchic,255,848,101,Scratch,Flame Charge,0.441674,3.313145,15,9,15,39,1541200009,0,0,28.000000,0,1541490212795

Ariados,168,1546,138,Poison Sting,Megahorn,1.205590,41.295509,13,5,10,28,1540567760,0,0,35.000000,0,0

Mightyena,262,1444,133,Fire Fang,Poison Fang,0.960815,38.537991,2,1,11,14,1538548814,0,0,30.000000,0,0

Plusle,311,833,91,Spark ,Swift,0.373085,3.668503,12,12,12,36,1541716215,0,0,17.000000,0,0

Sableye,302,1281,107,Shadow Claw,Foul Play,0.582120,12.105078,13,10,4,27,1540362170,0,0,35.000000,0,0

Croagunk,453,501,87,PoisonJab,Brick Break,0.533300,10.443027,4,5,6,15,1546330497,0,0,22.000000,0,0

Torchic,255,319,62,Ember,Rock Tomb,0.338839,1.579552,4,4,8,16,1543479153,0,0,12.000000,0,0

NidoranFemale,29,309,77,Bite,Poison Fang,0.386692,6.918220,13,2,4,19,1545130747,0,0,15.000000,0,0

Sneasel,215,1142,94,Feint Attack,Foul Play,0.914756,32.505188,13,13,12,38,1545585907,0,0,20.000000,0,0

Cleffa,173,373,89,Zen Headbutt,Signal Beam,0.284014,2.687768,15,11,13,39,1545945460,0,0,20.000000,0,0

Onix,95,599,75,Rock Throw,Heavy Slam,7.769633,127.013680,11,11,15,37,1488126800,0,0,20.000000,0,0

Ralts,280,232,62,Charge Beam,Shadow Sneak,0.381599,5.493698,8,9,15,32,1541846685,0,0,17.000000,0,0

Surskit,283,54,28,Bubble,Aqua Jet,0.520359,1.621273,11,6,14,31,1543590955,0,0,3.000000,0,0

Seadra,117,1572,106,Dragon Breath,Aurora Beam,1.419803,32.652531,10,13,5,28,1481155045,0,0,28.000000,0,0

Bulbasaur,1,603,83,Vine Whip,Seed Bomb,0.722126,7.818156,12,10,12,34,1546257688,0,0,20.000000,0,0

Magneton,82,1385,89,Thunder Shock,Discharge,0.805332,41.940128,14,11,12,37,1476376334,0,0,20.000000,0,0

Eevee,133,692,104,Quick Attack,Dig,0.340057,8.494797,8,9,10,27,1542909698,0,0,25.000000,0,0

Mudkip,258,620,89,Water Gun,Sludge,0.451874,9.603243,13,12,12,37,1545468361,0,0,20.000000,0,0

Charmander,4,760,89,Scratch,Flamethrower,0.535534,6.150851,14,15,9,38,1538586098,0,0,28.000000,0,0

Elekid,239,659,83,Thunder Shock,Brick Break,0.617325,22.662210,10,15,12,37,1542904691,0,0,20.000000,0,0

Marowak,105,1254,112,Hex,Fire Blast,1.136453,53.142715,11,10,13,34,1546528871,80,0,25.000000,0,0

Exeggcute,102,318,68,Bullet Seed,Seed Bomb,0.397433,2.839769,12,13,8,33,1543659718,0,0,10.000000,0,0

Pikachu,25,415,70,Thunder Shock,Thunderbolt,0.446738,6.793932,3,6,13,22,1540733249,0,0,18.000000,0,0

Eevee,133,786,103,Quick Attack,Last Resort,0.268917,4.504189,13,9,1,23,1543664075,0,0,28.000000,0,0

Girafarig,203,1748,136,Confusion,Thunderbolt,1.226265,27.843021,9,9,9,27,1537628496,0,0,34.000000,0,0

Torchic,255,625,90,Scratch,Flamethrower,0.419931,2.688703,3,6,13,22,1546372336,0,0,23.000000,0,0

Houndour,228,689,83,Ember,Dark Pulse,0.508209,6.976380,13,15,12,40,1539715278,0,0,20.000000,0,0

Pikachu,25,771,87,Quick Attack,Wild Charge,0.476419,8.127540,14,13,9,36,1538932283,0,0,30.000000,0,0

Scyther,123,1116,95,Fury Cutter,XScissor,1.571609,50.564812,10,12,12,34,1543309110,0,0,15.000000,0,0

Croagunk,453,745,105,Poison Sting,Low Sweep,0.692232,22.404085,13,5,10,28,1545514127,0,0,30.000000,0,0

Charmander,4,673,87,Scratch,Flame Charge,0.631918,8.044418,8,14,10,32,1546536806,0,0,26.000000,0,0

Rhyperior,464,3638,205,Mud Slap,Earthquake,2.412204,213.906342,14,15,11,40,1480243575,0,0,39.000000,0,0

Stunky,434,929,126,Scratch,Crunch,0.408063,23.889376,9,11,11,31,1540841845,0,0,31.000000,0,1540995168775

Solrock,338,2006,163,Confusion,Psychic,1.345068,226.430817,14,13,15,42,1542795335,0,0,31.000000,0,1543514208754

Squirtle,7,528,84,Tackle,Water Pulse,0.535338,9.995358,13,15,14,42,1545504696,0,0,20.000000,0,0

Pichu,172,250,57,Thunder Shock,Thunderbolt,0.351901,2.731627,10,15,11,36,1540221988,0,0,20.000000,0,0

Snorunt,361,516,92,Powder Snow,Shadow Ball,0.624216,10.446096,13,13,14,40,1546369491,0,0,21.000000,0,0

Chikorita,152,500,82,Tackle,Grass Knot,0.989109,8.728417,12,10,10,32,1545702384,0,0,20.000000,0,0

Cyndaquil,155,683,87,Tackle,Flamethrower,0.465019,6.406065,8,0,4,12,1542366111,0,0,29.000000,0,0

Mareep,179,760,114,Tackle,Thunderbolt,0.516819,5.566633,4,14,10,28,1543687706,0,0,30.000000,0,0

Spinda,327,519,87,Psycho Cut,Rock Tomb,1.022199,3.712447,15,13,15,43,1541520560,43,0,15.000000,0,0

Rhyhorn,111,1187,143,Mud Slap,Stomp,0.845507,96.499649,1,6,9,16,1543479590,0,0,29.000000,0,0

Gloom,44,734,89,Acid,Petal Blizzard,0.723145,7.318086,4,10,8,22,1540484042,0,0,17.000000,0,0

Sudowoodo,185,1208,115,Counter,Rock Slide,1.159745,34.565987,4,0,12,16,1488145179,0,0,22.000000,0,0

Houndour,228,693,83,Ember,Flamethrower,0.479715,8.149942,14,15,12,41,1546427287,0,0,20.000000,0,0

Snorunt,361,379,81,Powder Snow,Icy Wind,0.605860,11.419519,5,2,7,14,1545514049,0,0,18.000000,0,0

Misdreavus,200,798,86,Astonish,Shadow Sneak,0.797535,1.213322,10,15,13,38,1544166133,0,0,15.000000,0,0

Snorunt,361,499,90,Hex,Icy Wind,0.735590,17.304119,15,12,14,41,1546019961,0,0,20.000000,0,0

Elekid,239,666,84,Low Kick,Brick Break,0.543588,17.729568,13,11,14,38,1546078623,0,0,20.000000,0,0

Machop,66,262,66,Karate Chop,Brick Break,0.749915,19.705898,7,12,6,25,1546329255,0,0,8.000000,0,0

Primeape,57,1472,112,Counter,Night Slash,1.118272,49.967285,10,8,9,27,1538064686,0,0,24.000000,0,0

Delibird,225,551,78,Present,Aerial Ace,0.972855,22.110329,12,3,3,18,1545895403,0,0,20.000000,0,0

Claydol,344,1090,99,Extrasensory,Psychic,1.489314,123.422951,13,10,12,35,1540111902,0,0,20.000000,0,0

Torchic,255,735,94,Ember,Flamethrower,0.475353,2.875159,3,5,5,13,1546415570,0,0,28.000000,0,0

Tangela,114,1428,115,Vine Whip,Power Whip,0.829586,18.966177,6,8,13,27,1476858062,0,0,24.000000,0,0

Togepi,175,359,72,Peck,Ancient Power,0.311266,1.769108,14,11,11,36,1545473994,0,0,20.000000,0,0

Eevee,133,747,106,Tackle,Swift,0.318860,8.184546,14,12,14,40,1542374196,0,0,25.000000,1,1542642818358

Doduo,84,1020,89,Quick Attack,Brave Bird,1.405371,40.097324,13,11,9,33,1537721772,0,0,33.000000,0,0

Beldum,374,803,98,Take Down,Struggle,0.545830,79.533005,12,12,14,38,1540123041,0,0,30.000000,0,1540124513244

Lugia,249,2091,146,Extrasensory,Sky Attack,4.661413,120.384598,15,14,10,39,1545050311,0,0,20.000000,0,0

Misdreavus,200,1204,109,Astonish,Dark Pulse,0.620553,0.855648,3,10,12,25,1542905194,0,0,24.000000,0,0

Wurmple,265,130,56,Tackle,Struggle,0.275006,3.066951,9,8,14,31,1545116959,0,0,9.000000,0,0

Slowpoke,79,660,130,Confusion,Psychic,1.243551,35.078270,10,13,11,34,1546342537,0,0,20.000000,0,0

Charmander,4,178,45,Ember,Flamethrower,0.520910,8.945590,9,13,11,33,1546192415,0,0,7.000000,0,0

Sceptile,254,1567,111,Fury Cutter,Earthquake,1.908991,55.884018,15,14,14,43,1540121268,0,0,20.000000,0,0

Wurmple,265,317,87,Tackle,Struggle,0.275278,2.650053,7,6,9,22,1541670526,0,0,23.000000,0,0

Nosepass,299,694,76,Spark ,Thunderbolt,0.764252,53.703991,13,5,11,29,1545130567,0,0,26.000000,0,0

Shellder,90,664,72,Tackle,Water Pulse,0.254898,3.178913,2,5,4,11,1481285107,0,0,26.000000,0,0

Raichu,26,1214,99,Thunder Shock,Thunder Punch,0.689289,21.382023,12,14,12,38,1476175480,0,0,20.000000,0,0

Deoxys,386,1756,87,Zen Headbutt,Thunderbolt,1.964275,72.119850,11,15,10,36,1544789188,33,0,20.000000,0,0

Machop,66,693,109,Rock Smash,Low Sweep,0.885645,22.635059,10,13,12,35,1545576607,0,0,20.000000,0,0

Seedot,273,192,65,Quick Attack,Energy Ball,0.549623,4.508843,2,7,12,21,1545339450,0,0,14.000000,0,0

Eevee,133,118,42,Tackle,Last Resort,0.258874,3.783302,0,11,1,12,1543668444,0,1,5.000000,0,0

Shinx,403,490,84,Spark ,Swift,0.472716,5.884511,15,13,13,41,1546590377,0,0,20.000000,0,0

Nuzleaf,274,539,99,Feint Attack,Grass Knot,0.914559,15.408610,8,9,8,25,1538575571,0,0,17.000000,0,0

Raichu,26,1281,99,Volt Switch,Wild Charge,0.758466,22.116083,14,14,11,39,1542897953,50,0,20.000000,0,0

Tyranitar,248,2710,156,Bite,Fire Blast,1.826707,132.377411,15,15,10,40,1543942851,0,0,25.000000,0,0

Mewtwo,150,2338,135,Psycho Cut,Thunderbolt,2.143398,132.742996,13,11,13,37,1537695611,0,0,20.000000,0,0

Venusaur,3,1566,123,Vine Whip,Solar Beam,1.521043,58.910778,14,11,14,39,1478633813,0,0,20.500000,0,0

Flareon,136,1695,105,Ember,Heat Wave,0.836767,24.954903,13,11,14,38,1480175155,0,0,20.000000,0,0

Mewtwo,150,2336,133,Confusion,Ice Beam,1.802975,100.339417,14,12,10,36,1537976287,0,0,20.000000,0,0

Krabby,98,924,72,Bubble,Vice Grip,0.478116,10.123998,2,10,11,23,1480425230,0,0,23.000000,0,0

Tangela,114,930,88,Vine Whip,Solar Beam,0.812012,13.787611,13,15,8,36,1541238720,0,0,15.000000,0,0

Pikachu,25,493,70,Quick Attack,Surf,0.567491,12.763594,5,14,4,23,1543789956,0,0,21.000000,0,0

Claydol,344,464,65,Confusion,Gyro Ball,1.579278,114.482773,7,11,8,26,1539434747,0,0,9.000000,0,0

Elekid,239,662,85,Low Kick,Thunder Punch,0.616597,20.781595,11,12,15,38,1546454508,0,0,20.000000,0,0

Snorunt,361,11,13,Powder Snow,Avalanche,0.893689,25.366213,10,10,5,25,1546078933,0,0,1.000000,0,0

Golduck,55,1378,121,Water Gun,Ice Beam,2.016006,105.142883,14,13,13,40,1488112789,0,0,20.000000,0,0

Trapinch,328,696,82,Mud Shot,Sand Tomb,0.829642,17.984850,15,10,10,35,1542202085,0,0,20.000000,0,0

Bagon,371,650,84,Bite,Crunch,0.597739,40.995186,15,13,13,41,1542202085,0,0,20.000000,0,0

Eevee,133,911,117,Tackle,Swift,0.265474,4.309041,15,14,14,43,1544123952,0,0,30.000000,0,0

Typhlosion,157,2195,138,Shadow Claw,Blast Burn,1.570392,72.726936,12,15,14,41,1541854182,0,1,27.000000,0,0

Gastly,92,1040,86,Astonish,Dark Pulse,1.355210,0.113062,13,10,14,37,1540536274,0,0,32.000000,0,1540995590227

Snorunt,361,460,91,Hex,Icy Wind,0.717723,18.214676,8,0,13,21,1545469665,0,0,21.000000,0,0

Sneasel,215,926,85,Ice Shard,Avalanche,0.893004,22.353920,10,6,9,25,1545513528,0,0,17.000000,0,0

Pichu,172,256,59,Thunder Shock,Disarming Voice,0.287964,1.107308,12,13,14,39,1546332924,0,0,20.000000,0,0

Squirtle,7,243,59,Bubble,Aqua Jet,0.542762,8.071579,7,9,13,29,1543756934,0,1,10.000000,0,0

Seedot,273,334,80,Quick Attack,Foul Play,0.472635,3.321797,13,15,15,43,1545601872,0,0,20.000000,0,0

Aerodactyl,142,1565,120,Bite,Hyper Beam,2.194477,91.738541,13,15,12,40,1546259289,0,0,20.000000,0,0

Weezing,110,1273,105,Tackle,Shadow Ball,0.992417,6.411013,13,10,13,36,1476366786,0,0,20.000000,0,0

Slowbro,80,1419,135,Confusion,Ice Beam,1.485952,51.348831,13,13,11,37,1476391368,0,0,20.000000,0,0

Whismur,293,513,129,Pound,Stomp,0.554231,12.817852,11,7,15,33,1542367839,0,0,30.000000,0,0

Snover,459,570,96,Ice Shard,Ice Beam,0.823213,30.857754,11,3,10,24,1545513188,0,0,19.000000,0,0

Piplup,393,392,74,Pound,Icy Wind,0.403690,4.652939,7,14,8,29,1543782032,0,0,14.000000,0,0

Slugma,218,357,64,Ember,Flame Burst,0.731615,44.128529,11,7,1,19,1545129591,0,0,16.000000,0,0

Venusaur,3,2242,146,Razor Leaf,Frenzy Plant,2.121283,110.153946,12,10,10,32,1543660950,0,1,30.000000,0,0

Nosepass,299,554,71,Rock Throw,Rock Slide,0.977330,97.147858,10,8,14,32,1545128615,0,0,21.000000,0,0

Slowbro,80,2018,164,Water Gun,Water Pulse,1.647365,77.236748,13,4,13,30,1480518633,0,0,29.000000,0,0

Poliwrath,62,2114,160,Bubble,Ice Punch,1.179337,49.525822,10,14,14,38,1476175230,0,0,29.500000,0,0

Misdreavus,200,976,97,Astonish,Shadow Sneak,0.766606,1.032256,12,1,12,25,1543934902,0,0,19.000000,0,0

Hypno,97,1276,133,Confusion,Psychic,1.795943,100.436172,12,11,15,38,1477767750,0,0,22.000000,0,0

Farfetchd,83,664,90,Fury Cutter,Aerial Ace,0.835591,18.031651,11,11,10,32,1538498755,0,0,20.000000,0,0

Granbull,210,1673,142,Bite,Crunch,1.361816,44.837456,6,0,2,8,1540114382,0,0,26.000000,0,0

Shinx,403,492,84,Tackle,Discharge,0.429437,6.193915,14,14,14,42,1543663792,0,0,20.000000,0,0

Jynx,124,1445,105,Frost Breath,Draining Kiss,1.592129,47.549656,14,14,14,42,1480326988,0,0,20.000000,0,0

Ledian,166,879,102,Bug Bite,Bug Buzz,1.309755,39.919579,12,12,10,34,1487298589,0,0,24.000000,0,0

Machop,66,720,109,Karate Chop,Brick Break,0.876421,22.979954,15,14,12,41,1546331708,0,0,20.000000,0,0

Togepi,175,358,74,Peck,Ancient Power,0.292457,1.330014,13,11,13,37,1546332439,0,0,20.000000,0,0

Castform,351,198,53,Ember,Fire Blast,0.286354,0.848815,7,4,11,22,1538462229,30,0,5.000000,0,0

Lugia,249,2088,146,Extrasensory,Sky Attack,4.994695,173.613541,15,13,10,38,1545071313,0,0,20.000000,0,0

Volbeat,313,1455,125,Tackle,Thunderbolt,0.752685,22.344217,12,14,8,34,1539800500,0,0,30.000000,0,0

Misdreavus,200,1299,111,Hex,Ominous Wind,0.700811,0.928422,7,5,8,20,1543426508,0,0,26.000000,0,0

Chimchar,390,464,75,Scratch,Flame Charge,0.529917,5.990080,13,13,6,32,1544344129,0,0,18.000000,0,0

Bulbasaur,1,629,84,Vine Whip,Power Whip,0.755333,6.741178,15,13,14,42,1546329669,0,0,20.000000,0,0

Koffing,109,1010,97,Infestation,Sludge Bomb,0.584420,1.056362,12,15,13,40,1542226078,0,0,30.000000,1,1543513745328

Pichu,172,265,59,Thunder Shock,Thunderbolt,0.310883,2.065934,15,13,14,42,1540203412,0,0,20.000000,0,0

Mareep,179,536,95,Thunder Shock,Body Slam,0.728539,10.582990,12,10,14,36,1541605098,0,0,20.000000,0,0

Houndour,228,709,85,Ember,Flamethrower,0.647145,11.794479,14,10,12,36,1540327812,0,0,21.000000,0,0

Gastly,92,675,69,Lick,Night Shade,1.284018,0.116548,11,12,15,38,1546541311,0,0,20.000000,0,0

Gastly,92,672,69,Lick,Sludge Bomb,1.576954,0.128515,12,11,14,37,1546348465,0,0,20.000000,0,0

Onix,95,788,84,Rock Throw,Heavy Slam,8.064481,171.275757,7,13,9,29,1541670744,0,0,28.000000,0,0

Mankey,56,203,42,Karate Chop,Cross Chop,0.566314,40.688011,8,12,2,22,1545130703,0,0,7.000000,0,0

Wailord,321,976,186,Zen Headbutt,Surf,14.292885,358.941589,15,15,14,44,1538846646,0,0,15.000000,0,0

Sneasel,215,26,14,Ice Shard,Foul Play,0.637735,8.956148,9,10,4,23,1545467911,0,0,1.000000,0,0

Meowth,52,445,78,Scratch,Foul Play,0.403027,4.375216,14,15,11,40,1542898534,64,0,20.000000,0,0

Yanma,193,818,105,Wing Attack,Ancient Power,1.312575,43.795036,15,10,14,39,1545943743,0,0,20.000000,0,0

Magby,240,723,84,Karate Chop,Fire Punch,0.640049,15.713986,12,10,14,36,1541690212,0,0,20.000000,0,0

Rhyhorn,111,1389,148,Mud Slap,Stomp,0.943859,105.853455,15,8,11,34,1545121251,0,0,31.000000,0,0

Eevee,133,588,94,Tackle,Dig,0.296540,5.507771,14,9,13,36,1544124303,0,0,20.000000,0,0

Snorunt,361,60,32,Powder Snow,Shadow Ball,0.832618,26.801306,8,12,12,32,1545339151,0,0,3.000000,0,0

Mew,151,1356,122,Volt Switch,Psyshock,0.393399,3.086364,10,14,12,36,1538821451,0,0,15.000000,0,0

Ditto,132,632,107,Transform,Struggle,0.221101,2.451460,6,10,13,29,1542012950,0,0,30.000000,0,0

Gligar,207,1387,125,Fury Cutter,Dig,1.031545,65.931473,8,7,14,29,1543428350,0,0,28.000000,0,0

Chansey,113,237,174,Pound,Dazzling Gleam,1.095899,33.908054,13,14,14,41,1541437936,0,0,7.000000,0,0

Smoochum,238,719,84,Powder Snow,Psyshock,0.387063,5.512884,13,13,14,40,1488110580,0,0,20.000000,0,0

Poliwhirl,61,990,122,Bubble,Mud Bomb,0.898059,18.823662,5,8,14,27,1538301841,0,0,27.000000,0,0

Treecko,252,644,82,Pound,Grass Knot,0.477918,4.912639,5,7,4,16,1541369737,0,0,25.000000,0,1541689919431

Chikorita,152,706,100,Vine Whip,Energy Ball,0.793856,5.637681,5,13,9,27,1543669042,0,0,30.000000,0,0

Wurmple,265,333,88,Tackle,Struggle,0.283368,2.739320,4,1,0,5,1544956770,0,0,27.000000,0,0

Wartortle,8,940,107,Bite,Ice Beam,0.813065,11.452696,12,9,15,36,1479771588,0,0,23.000000,0,0

Yanma,193,264,57,Quick Attack,Aerial Ace,0.927115,25.932728,7,15,3,25,1541438024,0,0,7.000000,0,0

Aron,304,948,98,Metal Claw,Rock Tomb,0.441048,80.802612,13,11,5,29,1542013074,0,0,27.000000,0,0

Misdreavus,200,882,91,Hex,Shadow Sneak,0.780590,1.315775,1,11,7,19,1544022853,0,0,18.000000,0,0

Jynx,124,1076,92,Frost Breath,Draining Kiss,1.371724,40.332138,11,15,15,41,1543478391,0,0,15.000000,0,0

Gastly,92,673,68,Astonish,Night Shade,1.168195,0.088040,12,12,13,37,1546362895,0,0,20.000000,0,0

Rapidash,78,1400,105,Ember,Fire Blast,1.859873,132.877380,13,11,12,36,1470733062,0,0,20.500000,0,0

Ho Oh,250,2141,134,Steel Wing,Fire Blast,3.607360,161.940048,10,14,11,35,1544863225,0,0,20.000000,0,0

Spinda,327,498,86,Psycho Cut,Icy Wind,0.927713,3.338018,12,10,13,35,1541244183,43,0,15.000000,0,0

Hypno,97,1673,151,Confusion,Psychic,1.332583,55.174843,13,8,13,34,1538997118,0,0,29.000000,0,0

Seviper,336,1690,136,PoisonJab,Wrap,2.502052,38.393719,7,12,9,28,1544371326,0,0,30.000000,0,0

Cresselia,488,1558,161,Psycho Cut,Moonblast,1.492982,97.478844,10,11,10,31,1542907232,0,0,20.000000,0,0

Spinda,327,505,87,Sucker Punch,Rock Tomb,0.945519,3.402251,11,15,14,40,1541775797,43,0,15.000000,0,0

Shinx,403,478,84,Tackle,Thunderbolt,0.526426,9.259705,12,12,14,38,1546599093,0,0,20.000000,0,0

Entei,244,1484,137,Fire Spin,Fire Blast,2.209742,228.628738,15,14,15,44,1538004188,0,0,15.000000,0,0

Horsea,116,583,69,Water Gun,Bubble Beam,0.382601,7.141422,12,12,15,39,1487585317,0,0,20.000000,0,0

Pineco,204,453,77,Bug Bite,Gyro Ball,0.606562,7.996202,12,12,12,36,1543668062,0,0,15.000000,0,0

Beedrill,15,649,82,PoisonJab,XScissor,0.985376,27.047201,9,14,9,32,1538549193,0,0,13.000000,0,0

Corphish,341,690,82,Rock Smash,Bubble Beam,0.673424,15.633542,14,14,13,41,1537974732,0,0,20.000000,0,0

Yanma,193,418,78,Wing Attack,Aerial Ace,1.198833,35.787346,4,9,14,27,1487323343,0,0,11.000000,0,0

Wailmer,320,802,172,Water Gun,Body Slam,2.015516,130.632858,14,10,11,35,1546369794,0,0,20.000000,0,0

Sandshrew,27,705,90,Scratch,Sand Tomb,0.430563,6.235344,14,12,14,40,1546547664,51,0,20.000000,0,0

Starly,396,382,80,Tackle,Brave Bird,0.303383,2.284102,10,11,15,36,1540115779,0,0,20.000000,0,0

Togepi,175,353,72,Peck,Ancient Power,0.226200,0.492841,13,11,10,34,1546451822,0,0,20.000000,0,0

Hitmonchan,107,751,67,Counter,Close Combat,1.345014,50.785393,0,3,4,7,1499594243,0,0,13.000000,0,0

Snorunt,361,667,105,Powder Snow,Avalanche,0.694626,16.408396,13,2,10,25,1545390775,0,0,29.000000,0,0

Snover,459,626,99,Powder Snow,Stomp,1.031101,48.969032,3,3,0,6,1545473706,0,0,23.000000,0,0

Poliwag,60,473,88,Mud Shot,Mud Bomb,0.535646,7.781050,1,5,15,21,1482661077,0,0,24.000000,0,0

Deoxys,386,1766,90,Zen Headbutt,Psycho Boost,1.752856,47.788876,11,13,14,38,1541608478,33,0,20.000000,0,0

Snorunt,361,543,94,Hex,Avalanche,0.820423,19.846302,1,13,1,15,1545338724,0,0,26.000000,0,0

Machamp,68,1711,130,Counter,Close Combat,1.455708,105.645943,13,14,11,38,1543566243,0,0,20.000000,0,0

Krabby,98,1040,70,Mud Shot,Water Pulse,0.297585,4.157225,12,15,3,30,1540146941,0,0,25.000000,0,0

Sableye,302,366,63,Feint Attack,Power Gem,0.477201,8.807248,0,5,13,18,1545468449,0,0,10.000000,0,0

Magcargo,219,1365,110,Ember,Stone Edge,0.809019,53.219868,6,14,14,34,1540909362,0,0,30.000000,0,0

Geodude,74,822,82,Tackle,Rock Slide,0.340391,14.232372,15,12,9,36,1538149206,67,0,23.000000,0,0

Beldum,374,201,48,Take Down,Struggle,0.703208,128.250397,1,8,1,10,1540116338,0,1,9.000000,0,0

Pikachu,25,143,38,Quick Attack,Discharge,0.436357,7.087620,14,6,9,29,1545216004,0,0,6.000000,0,0

Meowth,52,433,80,Scratch,Foul Play,0.382924,2.741173,10,14,15,39,1545579559,64,0,20.000000,0,0

Gengar,94,1620,99,Lick,Psychic,1.551419,42.525818,15,14,11,40,1541241945,0,0,20.000000,0,0

Ekans,23,692,82,Poison Sting,Poison Fang,1.879605,7.545360,5,15,2,22,1541671979,0,0,30.000000,0,0

Magikarp,129,104,47,Splash,Struggle,0.911378,9.526917,14,5,7,26,1542289007,0,0,15.000000,0,1542642892934

Walrein,365,1538,152,Waterfall,Blizzard,1.544635,199.327988,13,15,14,42,1538921313,0,0,20.000000,0,0

Mewtwo,150,2355,136,Confusion,Psychic,1.683226,72.217148,13,13,14,40,1537695691,0,0,20.000000,1,1539330398501

Arbok,24,1509,118,Bite,Sludge Wave,2.439606,34.394619,7,9,7,23,1480466207,0,0,30.000000,0,0

Houndour,228,1048,108,Feint Attack,Crunch,0.745802,18.547855,4,11,15,30,1540415877,0,0,35.000000,0,1540995794341

Wobbuffet,202,660,260,Counter,Mirror Coat,1.384533,37.607677,7,12,0,19,1538721751,0,0,26.000000,0,0

Snorunt,361,317,72,Powder Snow,Shadow Ball,0.763748,14.486251,12,2,8,22,1545339211,0,0,14.000000,0,0

Tyrogue,236,265,74,Tackle,Brick Break,0.517717,13.823996,11,15,14,40,1538491417,0,0,20.000000,0,0

Barboach,339,447,90,Water Gun,Mud Bomb,0.381338,1.688783,12,12,15,39,1537977999,0,0,20.000000,0,0

Slowbro,80,1735,152,Confusion,Psychic,1.366754,39.933247,10,15,15,40,1470414018,0,0,24.500000,0,0

Magby,240,718,84,Karate Chop,Brick Break,0.645703,16.504326,10,11,14,35,1546362895,0,0,20.000000,0,0

Starly,396,390,80,Tackle,Brave Bird,0.263554,1.647774,12,12,14,38,1543645454,0,0,20.000000,0,0

Raticate,20,1365,111,Quick Attack,Dig,0.678209,16.982580,8,7,5,20,1538461435,47,0,31.000000,0,0

Geodude,74,721,80,Rock Throw,Dig,0.396241,20.259476,12,14,15,41,1480237476,0,0,20.000000,0,0

Snover,459,433,84,Ice Shard,Energy Ball,1.190720,68.098587,3,0,3,6,1545468053,0,0,16.000000,0,0

Marowak,105,1005,99,Hex,Shadow Ball,1.042163,36.425709,11,13,11,35,1545129334,80,0,20.000000,0,0

Spinda,327,510,86,Sucker Punch,Dig,1.029768,4.751992,14,12,13,39,1539758488,37,0,15.000000,0,0

Buizel,418,577,95,Water Gun,Swift,0.791779,35.933891,11,13,14,38,1543582549,0,0,20.000000,0,0

Smoochum,238,715,83,Pound,Ice Punch,0.413225,7.118705,13,14,11,38,1546451822,0,0,20.000000,0,0

Chimchar,390,136,43,Scratch,Flame Charge,0.434287,4.703240,4,8,9,21,1543944892,0,0,6.000000,0,0

Tyrogue,236,265,74,Tackle,Low Sweep,0.659701,15.075217,13,11,13,37,1545945460,0,0,20.000000,0,0

Cleffa,173,369,89,Pound,Signal Beam,0.329796,4.132956,14,11,13,38,1538641714,0,0,20.000000,0,0

Magikarp,129,115,50,Splash,Struggle,0.863886,9.717168,15,13,13,41,1542178263,0,0,15.000000,0,0

Banette,354,1822,129,Hex,Shadow Ball,1.167426,13.480039,3,8,15,26,1540637501,0,0,30.000000,0,1541161424874

Elekid,239,665,82,Low Kick,Brick Break,0.657554,26.049269,13,14,10,37,1545582505,0,0,20.000000,0,0

Snubbull,209,443,80,Tackle,Dazzling Gleam,0.603366,8.063669,9,7,6,22,1543479543,0,0,14.000000,0,0

Pikachu,25,142,39,Thunder Shock,Surf,0.404343,7.003127,6,14,13,33,1543778070,0,1,6.000000,0,0

Raticate,20,1282,135,Bite,Hyper Fang,0.676812,23.560646,10,10,10,30,1540221885,48,0,28.000000,0,0

Snover,459,498,89,Powder Snow,Stomp,1.225762,76.734131,6,8,8,22,1545468103,0,0,17.000000,0,0

Luvdisc,370,474,83,Splash,Draining Kiss,0.541461,7.115927,13,15,15,43,1542303437,0,0,20.000000,0,0

Xatu,178,1520,121,Air Slash,Ominous Wind,1.585721,17.599270,0,0,9,9,1502814213,0,0,28.000000,0,0

Magikarp,129,157,65,Splash,Struggle,0.766387,9.160201,7,8,11,26,1543661755,0,0,26.000000,0,0

Mantyke,458,689,84,Tackle,Water Pulse,1.175898,91.877548,12,13,14,39,1546361907,0,0,20.000000,0,0

Torchic,255,615,84,Ember,Rock Tomb,0.367454,1.655346,14,14,14,42,1538491417,0,0,20.000000,0,0

Electrike,309,419,70,Spark ,Discharge,0.489727,9.078449,8,2,4,14,1543480094,0,0,18.000000,0,0

